0,1,2,3,4
0.21227945,0.1907507,0.7390648,0.8696596,0.39905128
0.6195325,0.46098483,0.4416328,0.3555497,0.5131327
0.55745643,0.4963056,0.42356265,0.47938716,0.6660192
0.66847,0.4160067,0.75720656,0.34711516,0.25947666
0.88695717,0.008576986,0.06048258,1.3785944,0.27140784
0.6550312,0.23774363,0.79647106,0.16251351,0.3609159
0.4736862,0.43986395,0.5959591,0.73821473,0.5358923
0.53514004,0.52821714,0.42672607,0.825386,0.19212209
0.47881058,0.6744393,0.36064294,0.3037507,0.5401744
0.4979772,0.5912381,0.62227523,0.058600318,0.22723007
0.6891529,0.4339302,0.4088111,0.59615034,0.47288984
0.61646193,0.43921772,0.13807707,0.89827037,0.8837201
0.5373618,0.89076734,0.07285595,0.76530546,0.25962764
0.59278136,0.40152857,0.4779977,0.6805102,0.61426765
0.55452746,0.7558539,0.32822156,0.27802822,0.13290821
0.5655695,0.31773368,0.5297184,0.65225005,0.3950261
0.3034253,0.4069458,0.60829544,0.82458323,0.5681173
0.4697662,0.49607146,0.4880722,0.5646732,0.09825857
0.55560684,0.4277137,0.6953518,0.19669548,0.10375177
0.41215274,0.6838733,0.039884683,0.6782874,0.9238751
0.544041,0.77237165,0.12557049,0.0500285,0.90751445
0.6089206,0.6722218,0.3557259,0.60361433,0.15006475
0.64725053,0.008904912,0.6941656,0.1802209,0.8614815
0.5691848,0.03701415,0.77649975,0.9288734,0.3227901
0.2798827,0.9036842,0.0051394445,0.67082834,0.70479
0.30838594,0.6048172,0.54795676,0.49806833,0.41028
0.22225802,0.026747447,0.9001997,0.48295137,0.7392941
0.39969605,0.683131,0.24076362,0.47944,0.522117
0.57431996,0.2172572,0.7270815,0.48668194,0.54538774
0.4729263,0.16140589,0.772614,0.57873636,0.37770995
0.5196667,0.047426317,1.0765543,0.016234284,0.83472395
0.3127018,0.6889168,0.046009373,0.83030814,0.62441534
0.006152082,0.36004308,1.0132651,0.24240723,0.5057905
0.656671,0.53850543,0.45683455,0.38508642,0.44831002
0.15416877,0.6446063,0.21485105,1.0655159,0.5203639
0.46524695,0.5552903,0.427087,0.50063306,0.48578185
0.25859907,0.15960887,0.8491522,0.6587356,0.52822196
0.6926958,0.7188625,0.08157471,0.22517987,0.81031066
0.88553804,0.21043916,0.23661612,0.5945896,0.64510757
0.17345332,0.5878286,0.7788685,0.26324204,0.4565413
0.70127785,0.4751146,0.44144353,0.4733157,0.014425707
0.36238137,0.66964626,0.34080592,0.49314618,0.38686278
0.43929496,0.37276006,0.6537248,0.36458626,0.4498753
0.3925075,0.6788901,0.5389472,0.38008004,0.35450485
0.6285689,0.4292272,0.5876588,0.5238104,0.5112372
0.53005344,0.45651758,0.50511926,0.6110844,0.3218461
0.18398577,0.547528,0.4940681,0.39205328,0.35877094
0.3934864,0.36642238,0.79125357,0.42450142,0.32615632
0.82577413,0.4278458,0.11161562,0.6257678,0.61844575
0.3900341,0.51061606,0.46894792,0.84363586,0.14599724
0.96873796,0.08803659,0.49730903,0.6554934,0.37461653
0.3298324,0.641487,0.6452609,0.031098062,0.56962
0.17405504,0.45316008,0.52208465,0.52347004,0.49234492
0.29564875,0.37297252,0.7097026,0.52628255,0.4293009
0.3458736,0.4362203,0.36158034,0.8750489,0.48325306
1.0376954,0.2543912,0.40255427,0.6893161,0.08064187
0.46960902,0.24894954,0.50796,0.6831325,0.7822789
0.4447936,0.5021351,0.5024175,0.66792166,0.40644714
0.30060944,0.7301675,0.3807974,0.46156546,0.52346873
0.7071733,0.33506447,0.554179,0.3984118,0.2741282
0.6165452,0.3013459,0.58994865,0.44303277,0.4214913
0.8373608,0.6498074,0.14464389,0.15920544,0.657213
0.53543556,0.20816712,0.7073954,0.5515771,0.54654646
0.40789852,0.81526226,0.42051563,0.13034205,0.50315535
0.39412025,0.5292445,0.62855965,0.59174967,0.18371396
0.38146436,0.6038919,0.5873999,0.3833115,0.59488994
0.535183,0.5774314,0.61202264,0.52736527,0.045853272
0.69174105,0.26300803,0.82889664,0.18723623,0.47520187
0.6649404,0.13451912,0.8434271,0.044246677,0.5548842
0.4386502,0.61363274,0.26081547,0.662715,0.69189644
0.77266645,0.41867298,0.07108343,0.78759366,0.7010198
0.6783782,0.23414358,0.40153357,0.48836452,0.8063953
0.028569555,0.65775615,0.8000012,0.285329,0.101060405
0.75902206,0.50520575,0.17656264,0.68613094,0.5387339
0.6866179,0.71024114,0.24883863,0.45414394,0.22381468
0.49754012,0.9557306,0.19713843,0.13247727,0.44663882
0.45974165,0.66130394,0.5514209,0.48225197,0.1415049
0.44579083,0.84954184,0.12618445,0.7170351,0.3454394
0.63224185,0.6055834,0.25395477,0.8626463,0.28061166
0.7162997,0.31069216,0.6188188,0.26000172,0.40185824
0.7093336,0.31597278,0.35671467,0.6415729,0.5680364
0.47296548,0.6122332,0.5851758,0.2475957,0.2410018
0.61327606,0.6922614,0.40462834,0.025464768,0.7376223
0.3171363,0.3700253,0.6254377,0.53564763,0.7463767
0.495444,0.76561046,0.48965946,0.002413286,0.4696296
0.396726,0.32391363,0.95441675,0.3477138,0.2417551
0.43353602,0.4136834,0.6805178,0.6134265,0.3826577
0.30506998,0.37461495,0.63919806,0.68248457,0.7203724
0.19719031,0.6822809,0.26675373,0.8379125,0.7267633
0.09834731,0.5012467,0.4400726,0.33272472,0.82721394
0.6304696,0.5237063,0.30992967,0.29679337,0.6881382
0.6802679,0.6941486,0.25036594,0.30292347,0.405856
0.55600846,0.40281323,0.5828452,0.32918513,0.41697925
0.09091165,0.94322556,0.40926263,0.060969476,0.7026831
0.1726598,0.99957883,7.63434e-05,0.49751222,0.85917324
0.40750617,0.49267712,0.60723996,0.10674462,0.6674221
0.08602958,0.22326192,0.5165715,1.0625662,0.68935204
0.5261064,0.47840834,0.4480089,0.55510753,0.30536538
0.23043455,0.53119016,0.55399144,0.39062327,0.56318206
0.3999241,0.5054955,0.54176563,0.5156609,0.1220629
0.8292038,0.5435652,0.062049724,1.0003388,0.1741989
0.57765526,0.638191,0.5215026,0.55349827,0.050404757
0.54766834,0.41655454,0.017205132,1.1290296,0.77763164
0.62851846,0.15873924,0.80840635,0.77452385,0.022127304
0.5544996,0.5386456,0.48991552,0.4192256,0.21813275
0.64959514,0.54409003,0.5183943,0.41605043,0.24960144
0.2727515,0.7260064,0.49118572,0.26751888,0.5923623
0.45775637,0.63449866,0.7063629,0.026329964,0.4322278
0.19428338,0.75282246,0.7188038,0.117031604,0.21860841
0.7024441,0.34489796,0.55801076,0.176457,0.5280529
0.49663863,0.7512712,0.3836777,0.26334304,0.30777788
0.3223108,0.6762537,0.5794459,0.23265734,0.5353089
0.5429672,0.17801012,0.62556857,0.3837329,0.8062848
0.54469067,0.50329846,0.4355933,0.66421896,0.20037122
0.58268076,0.7347307,0.20614491,0.48415568,0.46550202
0.6214686,0.55444306,0.34201542,0.59202254,0.39254475
0.7512761,0.6358867,0.3403812,0.0008598076,0.70012754
0.7031499,0.036650095,0.55336505,0.71225727,0.570186
0.18674543,0.8053371,0.17672154,0.7102143,0.6130852
0.40745112,0.65684193,0.19542825,0.71068203,0.57136506
0.5028154,0.39269584,0.62979925,0.7590593,0.16354682
0.2162153,0.5860453,0.38432795,0.81307375,0.695716
0.18500601,0.27324942,0.7723346,0.60623443,0.26665902
0.37717897,0.2495121,0.34335655,1.0285921,0.6334459
0.30609843,0.42064264,0.54936963,0.7216096,0.4469869
0.5243303,0.53694445,0.60383904,0.48509544,0.43289578
0.23822664,0.36423936,0.694892,0.6151895,0.7644985
0.5064354,0.24361692,0.65030277,0.6515008,0.5147301
0.634803,0.25038677,0.5069941,0.2593945,0.6526071
0.5473819,0.48648253,0.5344909,0.42278793,0.48897272
0.74632215,0.57866937,0.5964984,0.2764136,0.030732993
0.65739685,0.73749626,0.20529231,0.24094139,0.7164482
0.5447696,0.47451234,0.2881634,0.73735684,0.47784567
0.51326036,0.48998877,0.57339877,0.34514502,0.51186323
0.4412063,0.43525296,0.54233366,0.67759,0.35253975
0.5438628,0.5970519,0.59565365,0.588517,0.038062945
0.5679296,0.3732396,0.28229675,0.36075053,0.9113186
0.5364116,0.79928553,0.33733594,0.76522076,0.048742425
0.19098935,0.82093394,0.55067164,0.14799479,0.5746564
0.4417741,0.5351829,0.41857958,0.8669319,0.38691902
0.35724273,0.616127,0.17974006,0.90562856,0.6880302
0.4119388,0.6596453,0.5190733,0.49499553,0.0674871
0.21992978,0.6059251,0.42020863,0.5827353,0.6313305
0.63360906,0.66050446,0.16111092,0.3348614,0.54812515
0.42053595,0.70353043,0.03408293,0.8435427,0.5912928
0.23640509,0.726718,0.44310004,0.85280246,0.1554683
0.54409045,0.6184528,0.3984735,0.83999544,0.069036216
0.53308976,0.41084203,0.7690747,0.5896763,0.014190681
0.5404484,0.55208594,0.45079473,0.18321018,0.6272447
0.35670978,0.19800441,0.63303906,0.6594473,0.6378334
0.7666329,0.36344725,0.24318993,0.56074494,0.35468423
0.6748639,0.69960827,0.27556026,0.67710793,0.17702766
0.040692553,0.3212658,0.8940804,0.4584184,0.7344737
0.32255837,0.7835613,0.1001485,0.73644745,0.66188836
0.108716756,0.40658045,0.63674176,0.6553523,0.49382064
0.62930214,0.31711963,0.3824243,0.94395876,0.47147098
0.10022081,0.95646584,0.029770948,0.92326164,0.6034501
0.4031081,0.6621017,0.30148014,0.61142,0.3647859
0.54871976,0.45998785,0.37030545,0.64132714,0.44844678
0.49998108,0.7100318,0.2853559,0.39119262,0.41476887
0.6044395,0.07095896,0.6607236,0.5172622,0.6719426
0.6243962,0.017918883,0.6848615,0.80180806,0.4602537
0.7442327,0.15278067,0.7696466,0.061231557,0.51691085
0.5708866,0.6321737,0.14188558,0.36718473,0.7031285
0.9467644,0.14626238,0.36252406,0.14005318,1.2319089
0.32474327,0.722664,0.488505,0.56560594,0.26520377
0.6318599,0.3923989,0.6283555,0.11211231,0.36674297
0.42012993,0.42913437,0.6955915,0.16814236,0.4039185
0.32537636,0.46839765,0.55166847,0.42821795,0.47154072
0.14800999,0.51194626,0.4811011,0.7160078,0.7755441
0.6408531,0.4379269,0.5014921,0.55779654,0.3348561
0.5598337,0.10218706,0.7969252,0.8382949,0.12520859
0.406518,0.41665128,0.5533493,0.53625554,0.18913056
0.7112131,0.17077991,0.7250524,0.04818033,0.65648353
0.45083994,0.097585686,0.8135342,0.05152862,0.73150736
0.26834145,0.67825466,0.3158932,0.74234563,0.55581945
0.35227546,0.053148784,0.77077764,0.59227103,0.72553176
0.24878812,0.6624518,0.3919691,0.5733112,0.4239813
0.04707666,0.4455315,0.8622863,0.08095682,0.46998882
0.46335974,0.38835984,0.71060884,0.0045652045,0.7721834
0.32445168,0.105450526,0.83730555,0.70930505,0.4771045
0.46144927,0.37628388,0.5497643,0.35868993,0.68944365
0.4174066,0.11483025,0.82756215,0.51273125,0.35625234
0.46650714,0.5185118,0.57776904,0.38866097,0.19753201
0.18768945,0.28286022,0.6296993,0.91609454,0.673249
0.29244524,0.56913954,0.48791268,0.51903516,0.44358358
0.52639675,0.566008,0.46867114,0.34660152,0.5185474
0.438407,0.34331924,0.60085005,0.72552735,0.46450552
0.619371,0.56446326,0.43832165,0.7091183,0.14023413
0.666481,0.47145247,0.45008266,0.4184117,0.7382801
0.5365211,0.056319404,0.9452456,0.9762202,0.23642893
0.27671498,0.56708276,0.6262512,0.51030874,0.6562597
0.50083584,0.5786102,0.44683412,0.34330192,0.43853113
0.48945913,0.44602144,0.6752595,0.35678124,0.28157353
0.4169199,0.708889,0.34283724,0.56779426,0.3649254
0.061385427,0.08462168,0.90155333,0.7723524,0.7162876
0.49607444,0.736511,0.46028095,0.43852893,0.015045116
0.56956565,0.7264343,0.13868083,0.4761615,0.5242145
0.29314464,0.58734214,0.46350476,0.6987166,0.40708208
0.09011401,0.6033803,0.6357478,0.53811294,0.4967919
0.71052986,0.8033962,0.17170054,0.10391478,0.4893102
0.7564648,0.44386974,0.51770693,0.09125701,0.5128009
0.3059803,0.873084,0.29446182,0.55066997,0.61376375
0.31182393,0.8258905,0.7069922,0.07761082,0.047539104
0.54312384,0.504576,0.6299769,0.3430137,0.3153158
0.022555374,0.45576409,0.84629714,0.8660718,0.30723223
0.7647488,0.28548592,0.3346794,0.9589759,0.33523208
0.4719096,0.7275907,0.20457034,0.50516665,0.59848326
0.57907975,0.557779,0.4894077,0.5211116,0.0837102
0.9270622,0.2533462,0.03061291,0.9696779,0.77138346
0.5576893,0.4158174,0.47609097,0.20363039,0.68986917
0.5897326,0.5961271,0.21299449,0.8134473,0.4246479
0.56361043,0.5437907,0.2753823,0.37690255,0.66371375
0.37818712,0.6203422,0.53863,0.037033558,0.69579506
0.28576872,0.33364162,0.14084896,1.1139864,0.92877823
0.58799726,0.72924227,0.3499046,0.307386,0.51583683
0.28773418,0.36844134,0.84217227,0.36564866,0.33213195
0.12642165,0.44944185,0.58585864,0.92505133,0.1533316
0.1282795,0.6532966,0.5378462,0.4746746,0.4458898
0.64034575,0.555005,0.45946133,0.51394594,0.38252494
0.36678687,0.39260188,0.45474935,0.53318286,0.64312017
0.69376105,0.31769302,0.3514405,0.54623544,0.6486989
0.50278145,0.6286628,0.35374358,0.43359154,0.40279335
0.5652255,0.65062594,0.10796912,0.594326,0.8019325
